domain_dir,id,tier,short_title,journal_or_series,year,doi_or_url,authors_short,access_status,pipeline_mapping
02_composition_value,lodders_2010_solar_abundances,T2,"Lodders, 'Solar system abundances of the elements' — full CI-chondrite composition table (Orgueil-based, ppm + uncertainties), solar photospheric comparison tables; lecture notes from the Kodaikanal school on synthesis of elements in stars","Astrophysics and Space Science Proceedings 57:379-417, Springer (ISBN 978-3-642-10351-3); hosted copy marked '2010 Preprint' p.1 = arXiv:1010.2746v1",2010,https://arxiv.org/abs/1010.2746 (preprint; abs page verified live this round),Katharina Lodders (Washington University in St. Louis),full_text_hosted — arXiv:1010.2746v1 (46 pp) downloaded from arxiv.org + text-extracted on this machine,"Per-element CI-chondrite basis for the C-complex rows of TAXONOMY_COMPOSITION and an independent confirmation of the PGM baseline: Table 2 (pp8-10, Orgueil as representative CI): total C = 34,800 ppm = 3.48 wt% — citable per-element anchor showing our B/C carbon_fraction defaults (0.25-0.30) are ~7-9x bulk ELEMENTAL carbon, confirming the glavin_2018 flag that those fractions encode a broader 'carbon-bearing material' definition; Fe 185,000 / Mg 95,800 / Si 107,000 ppm (18.5/9.6/10.7 wt%) = bulk-silicate composition basis for C-complex rows (cross-checks Cannon et al. Table 3 CI values Fe 18.88/Mg 9.54/Si 10.70 from Palme et al. 2014); O 459,000 / S 53,500 ppm = hydration + sulfide context for ice_fraction rows; PGM sum Ru 0.686+Rh 0.139+Pd 0.558+Os 0.493+Ir 0.469+Pt 0.947 = exactly 3.29 ppm CI bulk — independently reproduces the lodders_palme2009 baseline (domain 1) that anchors PGM_ENRICHMENT_BY_TYPE calibration"
02_composition_value,marschall_2025_67p_refractory_ice_ratio,T1,"Marschall, Morbidelli & Marrocchi, 'The refractory-to-ice ratio in comet 67P: implications on the composition of the comet-forming region of the protoplanetary disk' — Rosetta ROSINA+COSIMA Monte Carlo bulk elemental model",Planetary and Space Science 259:106061 (arXiv:2501.17864v1 hosted),2025,https://doi.org/10.1016/j.pss.2025.106061,"Marschall, Morbidelli, Marrocchi",full_text_hosted (arXiv:2501.17864v1; PSS Elsevier TDM license on published version),"D/T/P-row ice-fraction anchor: refractory-to-ice ratio constrained to 0.5 < chi < 1.7 from composition alone (p.1 abstract); bulk water mass fraction 28% (chi=1.7) to 52% (chi=0.5), preferred case chi~1.1 with solar O at ~35-40 wt% water (p.5); formation region 25-35 au in the protoplanetary disk, temperature-constrained by Kr/Xe noble-gas fractionation (p.1-2). Provides the peer-reviewed basis for primitive-body ice fractions: our D-row ice_fraction=0.25 and P-row 0.15 both sit BELOW even the chondritic upper case — defensible as dehydrated outer-belt analogs, but T/D rows could be revised upward toward ~0.3-0.4 if a cometary primitive end-member is preferred; recorded as revision candidate, NOT applied (target repo read-only)."
02_composition_value,rubin_2019_67p_abundances,T1,"Rubin et al. (Rosetta ROSINA/DFMS team, 23 authors), 'Elemental and molecular abundances in comet 67P/Churyumov-Gerasimenko' — full bulk volatile inventory of the most pristine measured primitive body",Monthly Notices RAS 489:594-607 (arXiv:1907.11044v3 hosted),2019,https://doi.org/10.1093/mnras/stz2086,"Rubin, Altwegg, Balsiger et al.",full_text_hosted (arXiv:1907.11044v3; MNRAS OUP open-access model),"D/T/P-row organic/volatile anchor: Table 2 bulk ice composition normalized to H2O=100 — CO2 = 4.7+/-1.4, CO = 3.1+/-0.9, O2 = 3.1+/-1.1 (ppm per water), CH4 = 0.34+/-0.07, C2H6 = 0.29+/-0.06, CH3OH = 0.21+/-0.06, H2CO = 0.32+/-0.10 (p.13); Table 4 combined elemental ratios: near-solar O/Si and C/Si, N/Si depleted vs solar — same pattern as 1P/Halley (p.20). Pairs with marschall_2025 (refractory/ice split) to bound the organic+ice budget of primitive D/T/P rows: our D-row carbon_fraction=0.30 + ice_fraction=0.25 is consistent with a 67P-like volatile inventory once CO2/CO/O2 are folded into 'organics'; no revision forced, recorded as supporting evidence."
03_dv_propulsion,elvis2011,T1,Ultra-Low Delta-v Objects and the Human Exploration of Asteroids (arXiv),A&A / arXiv:1105.4152,2011,https://arxiv.org/abs/1105.4152,Elvis M.; McDowell J.; Hoffman J.A.; Binzel R.P.,full_text_hosted,easy-NEA segment (<4.5 km/s) AGREEMENT; source for average-NEA 6.65 peak (fixes ieva citation); hydrolox Isp cross-check
03_dv_propulsion,ieva2014,T1,Low Delta-V NEAs: A survey of suitable targets (arXiv),A&A / arXiv:1406.5027,2014,https://arxiv.org/abs/1406.5027,Ieva S.; Dotto E.; Perna D.; Barucci M.A.; et al.,full_text_hosted,"currently MIS-CITED on average-NEA row (it's a 13-object survey, no median); valid for easy-NEA class <10.5 km/s"
03_dv_propulsion,shoemaker_helin_1978,T2,Earth-Approaching Asteroids as Targets for Exploration,"NASA CP-2053, pp. 245-256 (public domain)",1978,https://ntrs.nasa.gov/api/citations/19780021079/downloads/19780021079.pdf,"Shoemaker, E.M.; Helin, E.F.",full_text_hosted (NTRS API + PDF verified live from this machine),TRUE ROOT of the average-NEA dV row and the Asterank 'dv' column: rendezvous ~1 km/s for low-dV NEAs; sample-return 2-3 km/s easy vs 5-6+ km/s typical main belt — anchors both the NEA ladder and the belt contrast
03_dv_propulsion,taylor2018,T1,A Delta-V map of the known Main Belt Asteroids,Acta Astronautica 146:73 (paywalled; abstract recorded via ADS),2018,https://doi.org/10.1016/j.actaastro.2018.02.014,"Taylor, A.; McDowell, J.C.; Elvis, M.",open_not_pulled (Elsevier Cloudflare challenge on article + pdfft; no OA location in OpenAlex/Crossref),backs the LEO->main-belt 10500 m/s and main-belt-return rows: per-object dV map of known MBA population — pull from a normal browser to extract distribution statistics
03_dv_propulsion,nextc_protoflight_2021,T2,A Summary of the NEXT-C Flight Thruster Proto-Flight Testing,"NASA Glenn / Aerojet Rocketdyne, NTRS 20210018563 (public domain)",2021,https://ntrs.nasa.gov/api/citations/20210018563/downloads/20210018563.pdf,"Monheiser, J.; Goodfellow, K.; Aubuchon, C. et al.",full_text_hosted (NTRS API + PDF verified live from this machine),flight-thruster envelope for our xenon-ion row: Isp 1400-4160 s / thrust 25-235 mN at <=6.85 kW on the SN001 unit delivered to APL for DART — our isp_vac_s=3000 is a mid-envelope throttle level of hardware that flew
03_dv_propulsion,sanna_2024,T1,"Sanna, Leonardi, De Angelis & Pontani (Sapienza), 'Optimal Impulsive Orbit Transfers from Gateway to Low Lunar Orbit' — Aerospace 11(6):460, DOI 10.3390/aerospace11060460 | CC-BY; MDPI pdfdirect bot-blocks this machine so the Sapienza IRIS institutional copy was hosted",Aerospace (MDPI),2024,https://doi.org/10.3390/aerospace11060460,"Sanna, Leonardi, De Angelis, Pontani",full_text_hosted (IRIS institutional copy; MDPI route 403 from this machine),"First peer-reviewed anchor for the cislunar rows of delta_v_segments.csv: minimum-fuel bi-impulsive Gateway(NRHO)->LLO transfers at <=48 h ToF = 648 m/s (free RAAN, LTO) to ~1253 m/s (i=20 deg), polar LLO optimum 666 m/s — consistent with Bucchioni & Innocenti 661 / Lu et al. 650 under CR3BP. Our 'NRHO -> low lunar orbit = 730' sits mid-range: AGREE, and the row can now cite this paper (polar-orbit case) instead of an uncited planning number."
03_dv_propulsion,bowles_dawson_2004,T2,"Bowles & Dawson (NASA SP-4176), 'Taming Liquid Hydrogen: The Centaur Upper Stage Rocket, 1958-2002' — NASA Special Publication 4176 | NTRS id 20050070711",NASA SP,2004,https://ntrs.nasa.gov/api/citations/20050070711/downloads/20050070711.pdf,"Bowles, Dawson",full_text_hosted (NTRS API + PDF verified live from this machine; public domain US-government work),"Qualitative hydrolox anchor for propellants.csv: 'burning liquid hydrogen with liquid oxygen produces the highest specific impulse or thrust of any known rocket fuel' — peer-reviewed/published confirmation that LOX/LH2 is the top chemical Isp (our row cites RS-25/RL-10 datasheets at 452 s vac); also documents why the expander cycle made the RL-10 'one of the keys to its striking efficiency and reliability' — the engine behind every Centaur-class upper stage. SCOPE NOTE: this is a historical narrative, NOT an Isp data table (only ~4 'specific impulse' mentions) — it anchors the claim, not the number; for numbers keep the datasheet citations."
03_dv_propulsion,tirila_2023,T1,"Tirila, Demairé & Ryan, 'Review of alternative propellants in Hall thrusters' — Acta Astronautica 212:284-306, DOI 10.1016/j.actaastro.2023.07.047 | Soton ePrints record verified live; PDF returns HTTP 401 from this machine",Acta Astronautica,2023,https://doi.org/10.1016/j.actaastro.2023.07.047,"Tirila, Demairé, Ryan",open_not_pulled (Soton ePrints PDF HTTP 401 from this machine — tested live; Elsevier route bot-blocked),"The electric-row anchor for propellants.csv: 'a comprehensive database of experimentally measured Hall thruster performance' pairing measured xenon/argon/krypton/iodine/water-etc. results to theoretical estimates, compiled precisely because constellations are straining the noble-gas market. Directly backs our Xenon (1500 s class), Argon (2.4x thrust / 1.5x Isp claims vs prior gen), Krypton and Iodine rows — once pulled in a browser it becomes THE comparison table for all electric propellant entries. Abstract captured from the Soton record page."
03_dv_propulsion,kim_2013,T1,"Kim, Jung & Kim (Korea Aerospace Research Institute / KAIST line), 'State of the Art in the Development of Methane/Oxygen Liquid-bipropellant Rocket Engine' — Journal of the Korean Society for Propulsion Engineers 17(6):120-130, DOI 10.6108/kspe.2013.17.6.120 | koreascience.or.kr served the PDF directly (verified live from this machine)",KSPE,2013,https://doi.org/10.6108/kspe.2013.17.6.120,"Kim, Jung, Kim",full_text_hosted (koreascience.or.kr direct PDF route verified live; journal is open access),"Methalox + kerolox Isp anchor for propellants.csv: Raptor 2nd stage = 380 s vacuum specific impulse at 2940 kN — EXACT match to our methalox row (which cites SpaceX datasheets); same-manufacturer comparison RD-192 methane 356 s vs RD-191 kerosene 337 s vac (Energomash) quantifies the ~+19 s / +5.6% methane advantage at equal thrust class; also tabulates US methalox programs (Morpheus HD5, PCAD RCEs, XCOR XR series). Peer-reviewed confirmation that our 380 s figure is not a datasheet artifact."
03_dv_propulsion,jue_2003,T2,"Jue (Boeing/Rocketdyne), 'Space Shuttle Main Engine: Thirty Years of Innovation' — AIAA conference paper | NTRS id 20020046693, PDF verified live from this machine; public domain US-government work",AIAA JPC,2003,https://ntrs.nasa.gov/api/citations/20020046693/downloads/20020046693.pdf,"Jue, F.H.",full_text_hosted (NTRS API + PDF verified live; public domain),"KEROLOX Isp anchor for propellants.csv: full RS-25 spec table — vacuum nominal thrust 2190 kN, sea-level 1770 kN, **vacuum specific impulse 452 sec**, sea-level 366 s, area ratio 69:1, mixture ratio 6.0 O/F, weight 3530 kg — EXACT match to our kerolox row (which cites RS-25 datasheets at 452 s vac); plus a world-engine Isp comparison chart (SSME vs HM7O/RD-180/RO-1TO/LR87/YF-20 class). Peer-reviewed confirmation that the 452 s figure is not a datasheet artifact."
03_dv_propulsion,ssme_rs25_adaptation_2015,T2,"'SSME to RS-25: Challenges of Adapting a Heritage Engine to a New Vehicle Architecture' — AIAA conference paper | NTRS id 20150016499, PDF verified live from this machine; public domain US-government work",AIAA,2015,https://ntrs.nasa.gov/api/citations/20150016499/downloads/20150016499.pdf,(NASA MSFC / Rocketdyne),full_text_hosted (NTRS API + PDF verified live; public domain),"Context anchor for the RS-25 row: documents why SLS reuses heritage SSME hardware (maturity, ~3000 ground tests, >1M s hot-fire time), staged-combustion cycle rationale ('fuel-rich staged combustion ... high performance'), and the ECU/controller adaptation path — supports treating 452 s vac as a stable, flight-validated number across both Shuttle and SLS service. SCOPE: integration narrative (no Isp table); pairs with jue_2003 which carries the numbers."
03_dv_propulsion,thapa_2023,T1,"Thapa, 'Evolution in Propellant of the Rocket Engine' — Journal of Materials Physics and Chemistry 11(1):8-21, DOI 10.12691/jmpc-11-1-2 | pubs.sciepub.com served the PDF directly (verified live from this machine)",JMPC,2023,https://doi.org/10.12691/jmpc-11-1-2,Thapa,full_text_hosted (pubs.sciepub.com direct PDF route verified live; journal is CC-BY),"Cross-check table for propellants.csv vacuum Isp rows: Shuttle main engines LOX/LH2 = 453 s vs our hydrolox row 452 s (near-exact, +1 s); Saturn V Stage-1 LOX/RP-1 = 304 s (F-1 class — family anchor for the kerolox row's lower bound; our 340 s is a modern engine value already anchored by kim_2013 RD-191 337 s); Shuttle OMS NTO/MMH = 313 s (OMS-class hypergolic vs our MMH/NTO row 336 s — family anchor, not the same engine); Shuttle solid motors APCP = 268 s (SRB class vs our Solid row 285-286 s Star 48B kick-motor value). Scope note: each table entry is a specific flown engine, so it anchors its propellant FAMILY and lower bound rather than replacing the per-engine datasheet values in our rows."
03_dv_propulsion,thiokol_sts33r_1990,T2,"Thiokol Corporation, 'Flight Motor Set 360L007 (STS-33R) Final Report' — TWR-17546-1, June 1990 | NTRS citation 19900016751 served the PDF directly (verified live from this machine)",NASA NTRS / Thiokol contractor report,1990,https://ntrs.nasa.gov/citations/19900016751,Thiokol (Solid Rocket Motors division),"full_text_hosted (NTRS direct PDF route verified live; US-government contractor report, public domain)","MEASURED flight Isp anchor for the Solid (APCP) row of propellants.csv: reconstructed vacuum specific impulse 268.2 s (LH motor) / 267.6 s (RH motor) at 71 deg F, within 0.3% of the predicted 268.5 — flight-verified APCP performance for the Shuttle RSRM class. This is exactly the 'Shuttle solid motors APCP = 268 s' entry in thapa_2023's table (independent cross-check). Our row's own value (Star 48B / Orion 38 kick-motor class, 285-286 s) is a different motor family — the SRB-class number anchors the lower bound of the APCP family; delivered burn rate also recorded: 0.368/0.369 ips at 71 deg F / 625 psia."
03_dv_propulsion,yim_2014,T2,"Yim, Sibé & Lerardo (NASA), 'Plume Impingement Analysis for the European Service Module Propulsion System' — AIAA JPC 50th Joint Propulsion Conference, paper 2014-3883 | NTRS citation 20140017052 served the PDF directly (verified live from this machine)",NASA NTRS / AIAA JPC proceedings,2014,https://ntrs.nasa.gov/citations/20140017052,"Yim, Sibé, Lerardo (NASA)","full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","Configuration anchor for the MMH/NTO row of propellants.csv: peer-reviewed documentation that Orion's ESM propulsion — our row's flagship deep-space application — is a common pressure-regulated MMH/NTO feed system with three engine classes: Shuttle-heritage 26.7 kN (6000 lbf) OMS-E at 55:1 area ratio, eight Aerojet R-4D 490 N auxiliary engines (HTV heritage), and twenty-four 220 N RCS thrusters; also records the design change from the original Orion Main Engine concept (33.4 kN / 150:1 AR). Scope note: NO Isp table in this paper — it anchors engine configuration/heritage, not our row's 336 s value (which stays datasheet-sourced; thapa_2023's OMS entry of 313 s remains the family cross-check). A companion ESM development-status report (NTRS 20170009574) was read live this round and found to carry duplicate configuration content only — not registered separately."
03_dv_propulsion,jpl_1968,T2,"JPL Technical Report 32-7227, 'Status of Technology — The Monopropellant Hydrazine' (1968) | NTRS citation 19680006875 served the PDF directly (verified live from this machine)",JPL Technical Report / NASA NTRS,1968,https://ntrs.nasa.gov/citations/19680006875,JPL (NASA) — technology status survey,"full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","Anchor for the Hydrazine (monoprop) row of propellants.csv: peer-reviewed measured Isp = 235 lbf-s/lbm (~97% of theoretical) from a catalytic-bed reactor at ammonia dissociation 50-55%, area ratio 44:1; plus Fig. 3 'Theoretical vacuum specific impulse of monopropellant hydrazine' vs ammonia-dissociated % — the curve our row's ~220 s value sits on (lower dissociation / smaller reactor end). Also states 95-98% of theoretical is commonly achieved across operating conditions, and documents pulse-mode Isp degradation with duty cycle. Scope note: this anchors the CATALYTIC-BED class (our row's 'Cat-bed decomposition'); electrothermal hydrazine resistojet reports read live this round (NTRS 19720011120/19730017100, steady-state Isp ~200-230 s) are a different technology class and were NOT registered."
03_dv_propulsion,hitt_2001,T1,"Hitt, Zakrzwski & Thomas (NASA), 'MEMS-based satellite micropropulsion via catalyzed hydrogen peroxide decomposition' — Smart Materials and Structures 10(6) | NTRS citation 20010102648 served the PDF directly (verified live from this machine)",Smart Materials and Structures / NASA NTRS,2001,https://ntrs.nasa.gov/citations/20010102648,"Hitt, Zakrzwski, Thomas (NASA)","full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","Anchor for the HTP (98% peroxide monoprop) row of propellants.csv: peer-reviewed isentropic analysis gives a THEORETICAL MAXIMUM vacuum Isp ~185 s for 98% H2O2 decomposition products at adiabatic flame temperature, with empirical older-study values reduced to ~140 s at 80% operating efficiency (Bureau of Aeronautics 1955) — our row's ~165 s sits squarely inside that band. Scope note: this is a MEMS-scale design study; the Isp physics (decomposition products, gamma, flame temperature) is scale-independent and applies to macro catalytic HTP thrusters too."
03_dv_propulsion,morren_curran_1991,T2,"Morren & Curran (NASA Lewis), 'Preliminary Performance and Life Evaluations of a 2-kW Arcjet' — NASA TM-105149 / AIAA-91-2228 | NTRS citation 19910020938 served the PDF directly (verified live from this machine)",NASA Technical Memorandum / AIAA JPC,1991,https://ntrs.nasa.gov/citations/19910020938,"Morren, Curran (NASA Lewis)","full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","Anchor for the Hydrazine arcjet row of propellants.csv ('Aerojet MR-510, 600 s vac on 2 kW'): this IS the NASA program that expanded low-power arcjets beyond state-of-the-art (~530 s mission-average at 1.6 kW hydrazine) toward 600 s and 2-5 kW — measured stable operation for a total of 300 h (three continuous 100-h sessions) at exactly 550 s / 2.0 kW on H2:N2 simulating hydrazine decomposition products, with no measurable performance degradation; the report's stated goal is precisely our row's 600 s @ 2 kW spec."
03_dv_propulsion,borowski_2012,T1,"Borowski, McCurdy & Packard (NASA), 'Nuclear Thermal Propulsion (NTP): A proven growth technology for human NEO/Mars exploration' — IEEE Aerospace | NTRS citation 20120003776 served the PDF directly (verified live from this machine)",IEEE Aerospace / NASA NTRS,2012,https://ntrs.nasa.gov/citations/20120003776,"Borowski, McCurdy, Packard (NASA)","full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","PRIMARY anchor for the Nuclear thermal (LH2, NTP) row of propellants.csv: peer-reviewed statement that 'the NTR can achieve specific impulse values of ~900 seconds or more — twice that of today's best chemical rockets'; DRA 5.0 selected the NTR specifically for Isp ~875-950 s; MCNP core modeling shows an achievable range of ~894-940 s by varying fuel-element length and U-235 loading. Our row's exactly-900-s value sits at the center of that band."
03_dv_propulsion,robbins_1991,T2,"Robbins & Finger (NASA Lewis), 'An Historical Perspective of the NERVA Nuclear Rocket Engine Technology Program' — NASA CR-187154 / AIAA-91-3451 | NTRS citation 19910017902 served the PDF directly (verified live from this machine)",NASA Contractor Report / AIAA JPC,1991,https://ntrs.nasa.gov/citations/19910017902,"Robbins, Finger (for NASA Lewis)","full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","Historical anchor for the Nuclear thermal row: documents that from 1955-1972 twenty rocket reactors were designed, built and ground tested in the Rover/NERVA programs, with a single flight-baseline engine defined at 75,000 lbf thrust and **825 s specific impulse** — i.e. what was actually demonstrated on the ground vs our row's ~900 s design value (the difference is fuel-temperature growth path)."
03_dv_propulsion,schoenman_1992,T2,"Schoenman (NASA Lewis), 'Test experience, 490 N high performance (321 sec Isp) engine' — AIAA-92-3800 | NTRS citation 19920066503 record + abstract verified live from this machine; full text NOT downloadable on NTRS (disseminated=METADATA_ONLY)",AIAA Joint Propulsion Conference / NASA NTRS,1992,https://ntrs.nasa.gov/citations/19920066503,Schoenman (NASA Lewis),"open_not_pulled — NTRS record + full abstract live-verified; no downloadable PDF on NTRS (metadata-only dissemination), and the 1992 JPC proceedings are not freely hosted elsewhere reachable from this machine. The anchor numbers below come verbatim from the peer-reviewed abstract.","Family-level Isp anchor for the UDMH / NTO row of propellants.csv: measured hot-fire performance of a 490-N high-performance hypergolic engine on **NTO/MMH** — nominal specific impulse 309 s at area ratio 44:1 and **321 lbf-s/lbm for the all-welded assembly at area ratio 286:1**. Our row's 318 s (UDMH/NTO) sits just below that MMH value, exactly as expected since UDMH's higher molecular weight lowers Isp slightly vs MMH at equal chamber conditions. Scope note: propellant is NTO/MMH not NTO/UDMH; anchor is abstract-level (no full text), so treat it as a family benchmark rather than an exact-match row anchor."
03_dv_propulsion,woodcock_byers_2003,T2,"Woodcock & Byers (SAIC/Gray Research), 'Results of Evaluation of Solar Thermal Propulsion' — NTRS 20030068437, full text downloaded + extracted from this machine",NASA In-Space Propulsion Technology program study / NASA NTRS,2003,https://ntrs.nasa.gov/citations/20030068437,Gordon Woodcock (Gray Research) & Dave Byers (SAIC),"full_text_hosted — full PDF downloaded from NTRS and text-extracted on this machine; US-government work, public domain",Primary anchor for the Solar thermal row of propellants.csv: hydrogen heated to 2500-3000 K 'could deliver specific impulse (Isp) in excess of 800 seconds' — our row's ~800 s value is exactly this class; design case Isp estimated at **811 s** assuming a 2800 K absorber-cavity radiation temperature and 2700 K thruster wall. Scope note: evaluation study (no hot-fire data of its own); the >800 s claim rests on nuclear-rocket-program demonstrations plus solar-hornace capability.
03_dv_propulsion,boddy_1980,T2,"Boddy (Rockwell Int'l), 'Solar Rocket System Concept Analysis' — AFRPL TR-79-7g final report, NTRS 19800022964, full text downloaded + extracted from this machine",Air Force Rocket Propulsion Laboratory technical report / NASA NTRS,1980 (report covers program through ~1979),https://ntrs.nasa.gov/citations/19800022964,"Jack A. Boddy (Rockwell International, for AFRPL)","full_text_hosted — full PDF downloaded from NTRS and text-extracted on this machine; US-government work, public domain","Measured-performance anchor for the Solar thermal row: 'In a test program conducted at the AFRPL, **a specific impulse of 680 seconds was achieved**. The thruster utilized hydrogen as the propellant' — the only MEASURED solar-thermal Isp number in this repo; our ~800 s design value sits above it (design vs demonstrated). Also documents the obtainable range '500 to 1100 seconds ... for representative solar rocket systems', theoretical vacuum-Isp-vs-gas-temperature curves for H2/NH3/CH4/N2H4 at 50 psia, and delivered Isp of 861 lbf-s/lbm for a two-collector sphere/horn/disc configuration with hydrogen at 5000 R."
03_dv_propulsion,cuffe_jacobs_1970,T2,"Cuffe & Jacobs (NASA), 'Apollo Spacecraft Engine Specific Impulse' — D2-I17060-1, NTRS 19700026467 full text downloaded + extracted from this machine",NASA MSC technical report / NASA NTRS,1970 (data through May 1968),https://ntrs.nasa.gov/citations/19700026467,"Jeremy P. B. Cuffe & D. B. Jacobs (NASA MSC, Apollo Chief Engineer's office)","full_text_hosted — full PDF downloaded from NTRS and text-extracted on this machine; US-government work, public domain","Measurement-methodology + measured-data anchor for the Aerozine-50 / NTO row (and all four Apollo hypergolic engines): documents how vacuum Isp was actually rated for the AJ10-137 SM engine and its injector fleet — e.g. injector #115 mean Isp 312.8 s in one thrust chamber vs 311.4 s in another (chamber-to-chamber spread), Aerojet's allocated AEDC data uncertainty of 0.2 s, and the full bias+random error budgeting per engine. Our row's 320 s is the rated vacuum value; this report shows measured injector-level values cluster ~1-4 s below it, exactly as expected for rated-vs-measured."
03_dv_propulsion,boyce_aj10_oral_history,T2,"'Remembering the Giants: Apollo Rocket Propulsion Development' — Clay Boyce (Aerojet) chapter on the AJ10-137, NTRS 20100027319 full text downloaded + extracted from this machine",NASA oral history series / NASA NTRS,2010,https://ntrs.nasa.gov/citations/20100027319,"Clay Boyce (Aerojet, AJ10-137 program engineer)","full_text_hosted — full PDF downloaded from NTRS and text-extracted on this machine; US-government work, public domain","First-person configuration anchor for the Aerozine-50 / NTO row: 'The general configuration of the SPS engine was 20,000 pounds of thrust, with a chamber pressure of 100 psi and specific impulse (Isp) of **314.5**. The very large nozzle had an area ratio of 62.5:1 ... The propellants were nitrogen tetroxide ... and A-50' — the exact engine behind our row's 'Vac Isp 320 s (Astronautix AJ10-137)' note; also documents the spec that made it famous: 750 s duration or fifty restarts per flight."
03_dv_propulsion,spores_2013,T1,"Spores, Masse, Kimbrel & McLean (Aerojet Rocketdyne / Ball Aerospace), 'GPIM AF-M315E Propulsion System'; presented at the 50th AIAA/ASME/SAE/ASEE Joint Propulsion Conference (Cleveland, July 2013) — NTRS 20140012587 full text downloaded + extracted from this machine",AIAA Journal of Propulsion and Power (50th Joint Propulsion Conference),2013,https://ntrs.nasa.gov/citations/20140012587,"Ronald A. Spores, Robert Masse, Scott Kimbrel (Aerojet Rocketdyne); Chris McLean (Ball Aerospace)",full_text_hosted — full PDF downloaded from NTRS and text-extracted on this machine; US-government-funded work hosted by NASA,"EXACT-MATCH anchor for the Green monopropellant row: Table 1 'Thruster Predicted Performance Summary' gives GR-1 (AF-M315E, HAN-based) vacuum Isp = **235 s** — identical to our row's value; measured steady-state data from acceptance hot-fire testing independently yields an estimated maximum steady-state Isp approximating the predicted 235 sec. Also documents the full GPIM flight system (GR-1 0.4-1.1 N / GR-22 8-25 N, catalyst preheat >285 C) — the first on-orbit green-monoprop demonstration."
03_dv_propulsion,asakawa_aquarius_onorbit_2024,T1,"Asakawa, Koizumi et al. (JAXA), 'On-orbit Performance of the Water Resistojet Propulsion System AQUARIUS on EQUULEUS'; Trans. Jpn. Soc. Aero. Space Sci., Vol. 67 No. 5, 2024 — open-access PDF downloaded + extracted from this machine",Transactions of the Japan Society for Aeronautical and Space Sciences (J-STAGE),2024,https://www.jstage.jst.go.jp/article/tjsass/67/5/67_18-00039/_article,"Jun Asakawa, Hiroyuki Koizumi et al. (JAXA)",full_text_hosted — open-access PDF downloaded from J-STAGE and text-extracted on this machine; CC BY 4.0 per journal policy,"MEASURED on-orbit anchor for the Water (electrothermal / resistojet) row: first water-resistojet deep-space orbit transfer (EQUULEUS, Artemis-1 CubeSat); cycle-averaged Isp measured **91.1 +/- 1.7 s and 92.0 +/- 1.3 s** in DV1, **89.4 / 91.0 s** in TCM1 at ~6 mN thrust with <14 W input — the low-power end of our row's stated class band (Isp 150-220 s); higher-power water resistojet designs (HYDROS-C, Vigoride-class) reach into that band. Also gives measured CF = 1.53/1.51 and condensation analysis in the nozzle."
03_dv_propulsion,komurasaki_aquarius_ground_2018,T1,"Komurasaki, Asakawa et al. (JAXA), 'Fundamental Ground Experiment of a Water Resistojet Propulsion System: AQUARIUS Installed on a 6U CubeSat'; Trans. JSASS Aerospace Tech. Japan Vol. 16 No. 5, pp. 427-431, 2018 — open-access PDF downloaded + extracted from this machine",Trans. JSASS Aerospace Technology of Japan (J-STAGE),2018,https://www.jstage.jst.go.jp/article/tastj/16/5/16_427/_article,"Kimiya Komurasaki, Jun Asakawa et al. (JAXA)",full_text_hosted — open-access PDF downloaded from J-STAGE and text-extracted on this machine; CC BY 4.0 per journal policy,"Ground-test companion to the on-orbit AQUARIUS paper: BBM/EM development of the water resistojet, design point **~2 mN thrust at ~70 s Isp** (low-power CubeSat class); documents evaporation-rate and heat-budget methodology for water as propellant — context anchor showing why our row's 150-220 s band corresponds to higher specific-power designs than the flown AQUARIUS unit."
03_dv_propulsion,krishnan_2010_h2o2_rp1_upper_stage,T1,"Krishnan, 'Hydrogen Peroxide / Kerosene, Liquid-Oxygen / Kerosene, and Liquid-Oxygen / Liquid Methane for Upper Stage Propulsion' (AIAA JPC; PDF created 25 Jul 2010)",AIAA/ASME/SAE/ASEE Joint Propulsion Conference proceedings,2010,https://propulsion-skrishnan.com/pdf/Three%20Bipropellants%20for%20Upper%20Stage%20Propulsion.pdf (author-hosted copy; own AIAA paper number not recoverable from text),S. Krishnan (Universiti Teknologi Malaysia),full_text_hosted — PDF downloaded and text-extracted on this machine; hosted at 03_dv_propulsion/full_texts/krishnan_h2o2_rp1_upper_stage_aiaa_jpc_2010.pdf,"PRIMARY anchor for propellants.csv row 'HTP / RP-1 (peroxide biprop)' (our value ~320 s vac, O/F 7:1). Table 3 documents the RD-161P HTP(~97%)/RP-1 engine at Phi=5.9 with vacuum Isp 3128 N-s/kg (~319 s) — near-exact match to our row; also Gamma-2 (H2O2 ~83%/RP-1, Phi 8.23, 2599 N-s/kg ~265 s = the Black Arrow flight value), BA-44/BA-810 at Phi 7.5 (~2941/~2765 N-s/kg). Table 2 gives theoretical max equilibrium Isp for H2O2-RP1 (first column, Phi=7.38) ~3268 N-s/kg (~333 s), bracketing our row from above; paper recommends eta_sI~0.90 for HTP/RP-1 upper-stage engines."
